GEO_ID,PopTot_10E,PopTot_10M,PopTot_10C,LFTot_10E,LFTot_10M,LFTot_10C,LF2554_10E,LF2554_10M,LF2554_10C,LFO65_10E,LFO65_10M,LFO65_10C,PopTot_18E,PopTot_18M,PopTot_18C,PopFB_18E,PopFB_18M,PopFB_18C,PopFBP_18E,PopFBP_18M,PopFBP_18C,LFTot_18E,LFTot_18M,LFTot_18C,LF2554_18E,LF2554_18M,LF2554_18C,LFO65_18E,LFO65_18M,LFO65_18C,HouTot_18E,HouTot_18M,HouTot_18C,HouO_18E,HouO_18M,HouO_18C,HouR_18E,HouR_18M,HouR_18C,HouV_18E,HouV_18M,HouV_18C,Hou1U_18E,Hou1U_18M,Hou1U_18C,Hou24U_18E,Hou24U_18M,Hou24U_18C,Hou5U_18E,Hou5U_18M,Hou5U_18C,PopTot_1018E,PopTot_1018M,PopTot_1018C,LFTot_1018E,LFTot_1018M,LFTot_1018C,LF2554_1018E,LF2554_1018M,LF2554_1018C,LFO65_1018E,LFO65_1018M,LFO65_1018C
1600000US3604154,8692.0,717.0,5.014568124691397,4417.0,312.0,4.293992608001827,3015.0,329.45257625339644,6.642624289966509,256.0,87.78952101475437,20.846675772880502,7690.0,441.0,3.4861522286473177,2014.0,340.0,10.262508941965512,0.26189856957087126,0.04158410541037872,9.652244942116804,4369.0,364.0,5.064696629541792,2501.0,284.10561416487354,6.9055809691897965,355.0,99.94498486667553,17.114599917235417,2741.0,73.0,1.6190040020448242,2268.0,155.0,4.154538095774165,209.0,116.0,33.74005613647271,264.0,135.0,31.08593534125449,2642.0,105.77334257741882,2.433758679121206,45.0,45.31004303683677,61.20910913453126,54.0,52.79204485526205,59.43042311748514,-1002.0,841.7660007389227,51.06904736053259,-48.0,479.4163117792301,607.1635154245569,-514.0,435.03448139199264,51.45109947512124,99.0,133.02631318652712,81.68389867460448
1600000US3604550,2632.0,344.0,7.945233321939006,1315.0,226.0,10.447605949587988,799.0,173.1357848626332,13.172680505847598,94.0,182.18671740826773,117.82106797404626,2247.0,297.0,8.035029482065246,249.0,117.0,28.56410444208445,0.11081441922563418,0.049966884496976165,27.410697980909767,1338.0,237.0,10.767783881036433,919.0,189.22473411264184,12.516891567260691,82.0,48.041648597857254,35.61542634580566,955.0,89.0,5.665271567020481,692.0,97.0,8.521179963806947,230.0,85.0,22.465970662085372,33.0,53.0,97.6328635903104,722.0,116.37869220780924,9.798743123863066,71.0,51.24451190127583,43.87560417935342,162.0,71.28113354878694,26.748145727339466,-385.0,454.47222137332,71.75971600257687,23.0,327.48282397707516,865.5552371536279,120.0,256.48001871490885,129.92908749488797,-12.0,188.41443681416771,954.4804296563714
1600000US3604803,958.0,186.0,11.802704469163848,489.0,109.0,13.550388175110795,299.0,66.15134163416491,13.449358374757786,61.0,26.664583251946766,26.572906723749835,1065.0,154.0,8.79033063630007,392.0,111.0,17.2135723590348,0.36807511737089205,0.08961098727217434,14.799904076184117,576.0,101.0,10.659405606214117,385.0,82.05485969764375,12.956200954903682,75.0,24.331050121192877,19.721215903702436,501.0,67.0,8.129637381771412,286.0,39.0,8.289582757667864,165.0,53.0,19.52657271806208,50.0,27.0,32.82674772036474,281.0,42.42640687119285,9.178337650205595,95.0,40.80441152620633,26.110645673464294,125.0,37.69615364994153,18.33247593918129,107.0,241.4787775354182,137.19215835890023,87.0,148.60013458944107,103.83267623200997,86.0,105.39924098398431,74.50289176785489,14.0,36.09709129556009,156.7394324600959
1600000US3604891,1925.0,354.0,11.179094461769234,1045.0,307.0,17.858960748098486,791.0,251.24888059452127,19.309087461488957,14.0,275.9963767878122,1198.4210889614078,1614.0,397.0,14.9527500630878,140.0,185.0,80.3300043421624,0.08674101610904585,0.11261880057884133,78.92607213818928,904.0,224.0,15.063076633402373,492.0,159.44277970482077,19.70034592443482,58.0,51.40038910358559,53.87316749144282,735.0,120.0,9.924942621425469,426.0,128.0,18.26562210140274,221.0,118.0,32.45815511147176,88.0,85.0,58.717877866814035,697.0,118.6086000254619,10.344690447158417,0.0,16.97056274847714,0.0,24.0,45.2990066116245,114.73912515609041,-311.0,531.9069467491471,103.97031768276608,-141.0,380.0328933131973,163.84612443173913,-299.0,297.5701597942912,60.49956995339911,44.0,280.7418743258654,387.8721667945087
1600000US3604913,8917.0,391.0,2.66558225417588,4434.0,319.0,4.37349960857864,3002.0,308.39747080674965,6.245025521116614,187.0,151.25144627407698,49.16907376885945,8392.0,395.0,2.8613153068054396,353.0,125.0,21.526300834359418,0.04206387035271687,0.014762966578687456,21.33528772541828,4320.0,292.0,4.108972194078577,2776.0,268.3318840540572,5.8760693931934425,360.0,84.870489570875,14.331389660735391,3402.0,55.0,0.9827939581401249,2342.0,122.0,3.166700842809642,863.0,122.0,8.593758254762667,197.0,89.0,27.463626124388625,2478.0,134.40610105199838,3.2972492536631997,167.0,66.03029607687671,24.035926715642287,704.0,158.47397262642215,13.68419907315748,-525.0,555.7931269816136,64.35584043787681,-114.0,432.46387132337424,230.6105003590755,-226.0,408.79212321178596,109.95834069768566,173.0,173.43586710943038,60.943432404880916
1600000US3604935,27916.0,1908.0,4.154887589385613,14162.0,1062.0,4.558626642897707,9848.0,737.2896310134844,4.551181799297556,578.0,149.75646897546696,15.75040954296515,30685.0,1343.0,2.660626931269944,7534.0,1045.0,8.431886894911255,0.24552713051979794,0.032315858553567785,8.001111231646345,15926.0,940.0,3.588023178629734,10818.0,814.3684669730281,4.576232379631988,634.0,190.3890753168364,18.255211310139355,9651.0,189.0,1.1904840640480427,5776.0,385.0,4.051983261625508,3305.0,363.0,6.6768137067811955,570.0,171.0,18.237082066869302,6858.0,404.31670754496406,3.583919984691311,633.0,200.32224040280698,19.23798387596162,2007.0,351.86076791822074,10.657554726185426,2769.0,2333.262308442838,51.224143737335915,1764.0,1418.253855979246,48.87530605281055,970.0,1098.5408504011127,68.84597815317348,56.0,242.2292302757865,262.9496637817917
1600000US3605034,6701.0,24.0,0.21772370770773677,3440.0,233.0,4.117480737965646,2124.0,226.31394124092313,6.477253482874061,254.0,100.75217119248597,24.113197040060786,6708.0,57.0,0.5165542028481167,669.0,229.0,20.808628765884755,0.09973166368515206,0.03412782207223574,20.802216297114267,3429.0,228.0,4.042047935497425,1976.0,242.82503989498284,7.470344433966961,318.0,106.310864919819,20.322850819104776,2705.0,136.0,3.0563686519953484,2038.0,143.0,4.2654608039946185,462.0,134.0,17.63181094488085,205.0,86.0,25.502261101638368,2375.0,158.927656498169,4.067897142810277,264.0,134.08206442324789,30.87456581542965,66.0,51.90375708944392,47.80672109187061,7.0,61.84658438426491,537.0958261768556,-11.0,325.99539874053437,1801.5772243190625,-148.0,331.9367409612862,136.34138707027284,64.0,146.46842663181715,139.12274566092054
1600000US3605039,7865.0,658.0,5.08582326764145,4348.0,398.0,5.564519060574963,3371.0,361.6282621698697,6.521353005924296,93.0,136.62723008244,89.30759883808219,7389.0,459.0,3.7762532903383446,1492.0,421.0,17.15328764555848,0.2019217756123968,0.05557875722274665,16.732459118087757,4268.0,393.0,5.597604851827269,2796.0,296.180688094278,6.439522550545025,147.0,60.11655346075655,24.860555987327732,2292.0,51.0,1.352663155047025,1803.0,120.0,4.045941667636007,384.0,111.0,17.572188449848024,105.0,55.0,31.842524243740044,2242.0,83.18653737234169,2.255545210999235,38.0,33.95585369269929,54.320674600382816,7.0,26.038433132583073,226.126210443622,-476.0,802.2748905456284,102.45905475538663,-80.0,559.3326380607518,425.0248009580181,-575.0,467.4376963831651,49.418548580220964,54.0,149.26821496889417,168.03806705943282
1600000US3605639,1244.0,221.0,10.799558244314351,666.0,124.0,11.318309190649616,391.0,76.11832893594026,11.834409306033201,36.0,213.9369065869655,361.2578631998742,1178.0,161.0,8.308348083661453,91.0,38.0,25.384949397107455,0.07724957555178268,0.030481369945101797,23.986809041938553,565.0,92.0,9.898593216235845,314.0,54.954526656136345,10.639174231145596,61.0,23.93741840717165,23.855118249211866,428.0,48.0,6.817600772661421,382.0,40.0,6.365473670809528,17.0,15.0,53.63847666726266,29.0,23.0,48.21297557907976,409.0,47.53945729601885,7.065859691295227,19.0,18.439088914585774,58.99564522343873,0.0,20.784609690826528,0.0,-66.0,273.4264069178396,251.84342536413337,-101.0,154.40207252495026,92.93212105386876,-77.0,93.8829057922687,74.11905877098543,25.0,215.27192106728646,523.4575588262285
1600000US3605661,1907.0,235.0,7.491197842535022,1216.0,198.0,9.898416253399455,888.0,175.32255987179744,12.002146818902313,0.0,301.2872383623309,0.0,2055.0,250.0,7.3954104083006085,918.0,234.0,15.495559926098098,0.4467153284671533,0.1000634278359931,13.61691162915058,1100.0,195.0,10.776457584968222,706.0,145.8389522727039,12.557492639960039,61.0,50.67543783727971,50.50120866737725,597.0,60.0,6.109575231782011,496.0,54.0,6.61829591136386,76.0,60.0,47.99232122860342,25.0,38.0,92.40121580547113,474.0,76.02631123499285,9.750338095878424,123.0,68.06614430096654,33.640321398159756,0.0,20.784609690826528,0.0,148.0,343.11076928595526,140.93106435798703,-116.0,277.90106153089806,145.63518579336446,-182.0,228.05043301866365,76.17169344956868,61.0,305.5192301639948,304.4688127599729
