GEOID18,GEO_ID,,,,,
1600000US3676089,1600000US3622065,,,,,
1600000US3601011,1600000US3601011,,,,,
1600000US3601594,1600000US3601594,,,,,
1600000US3602044,1600000US3602044,,,,,
1600000US3602374,1600000US3602374,,,,,
1600000US3602737,1600000US3602737,,,,,
1600000US3602968,1600000US3602968,,,,,
1600000US3603408,1600000US3603408,,,,,
1600000US3604055,1600000US3604055,,,,,
1600000US3604143,1600000US3604143,,,,,
1600000US3604154,1600000US3604154,,,,,
1600000US3604550,1600000US3604550,,,,,
1600000US3604803,1600000US3604803,,,,,
1600000US3604891,1600000US3604891,,,,,
1600000US3604913,1600000US3604913,,,,,
1600000US3604935,1600000US3604935,,,,,
1600000US3605034,1600000US3605034,,,,,
1600000US3605039,1600000US3605039,,,,,
1600000US3605639,1600000US3605639,,,,,
1600000US3605661,1600000US3605661,,,,,
1600000US3605672,1600000US3605672,,,,,
1600000US3605738,1600000US3605738,,,,,
1600000US3605771,1600000US3605771,,,,,
1600000US3606387,1600000US3606387,,,,,
1600000US3607069,1600000US3607069,,,,,
1600000US3607157,1600000US3607157,,,,,
1600000US3608026,1600000US3608026,,,,,
1600000US3608136,1600000US3608136,,,,,
1600000US3608323,1600000US3608323,,,,,
1600000US3609000,1600000US3609000,,,,,
1600000US3610132,1600000US3610132,,,,,
1600000US3611781,1600000US3611781,,,,,
1600000US3612419,1600000US3612419,,,,,
1600000US3613233,1600000US3613233,,,,,
1600000US3613376,1600000US3613376,,,,,
1600000US3613420,1600000US3613420,,,,,
1600000US3613442,1600000US3613442,,,,,
1600000US3613552,1600000US3613552,,,,,
1600000US3613618,1600000US3613618,,,,,
1600000US3616958,1600000US3616958,,,,,
1600000US3617530,1600000US3617530,,,,,
1600000US3618146,1600000US3618146,,,,,
1600000US3618157,1600000US3618157,,,,,
1600000US3618597,1600000US3618597,,,,,
1600000US3619466,1600000US3619466,,,,,
1600000US3619972,1600000US3619972,,,,,
1600000US3620379,1600000US3620379,,,,,
1600000US3620687,1600000US3620687,,,,,
1600000US3621578,1600000US3621578,,,,,
1600000US3621985,1600000US3621985,,,,,
1600000US3622183,1600000US3622183,,,,,
1600000US3622200,1600000US3622200,,,,,
1600000US3622260,1600000US3622260,,,,,
1600000US3622315,1600000US3622315,,,,,
1600000US3622447,1600000US3622447,,,,,
1600000US3622480,1600000US3622480,,,,,
1600000US3622502,1600000US3622502,,,,,
1600000US3622546,1600000US3622546,,,,,
1600000US3622612,1600000US3622612,,,,,
1600000US3622623,1600000US3622623,,,,,
1600000US3622733,1600000US3622733,,,,,
1600000US3622810,1600000US3622810,,,,,
1600000US3622832,1600000US3622832,,,,,
1600000US3622876,1600000US3622876,,,,,
1600000US3622980,1600000US3622980,,,,,
1600000US3623217,1600000US3623217,,,,,
1600000US3623316,1600000US3623316,,,,,
1600000US3624273,1600000US3624273,,,,,
1600000US3624405,1600000US3624405,,,,,
1600000US3625384,1600000US3625384,,,,,
1600000US3625417,1600000US3625417,,,,,
1600000US3625839,1600000US3625839,,,,,
1600000US3625923,1600000US3625923,,,,,
1600000US3626121,1600000US3626121,,,,,
1600000US3626264,1600000US3626264,,,,,
1600000US3626352,1600000US3626352,,,,,
1600000US3626946,1600000US3626946,,,,,
1600000US3627309,1600000US3627309,,,,,
1600000US3627485,1600000US3627485,,,,,
1600000US3628178,1600000US3628178,,,,,
1600000US3628189,1600000US3628189,,,,,
1600000US3628200,1600000US3628200,,,,,
1600000US3628990,1600000US3628990,,,,,
1600000US3629113,1600000US3629113,,,,,
1600000US3629245,1600000US3629245,,,,,
1600000US3629421,1600000US3629421,,,,,
1600000US3629509,1600000US3629509,,,,,
1600000US3630169,1600000US3630169,,,,,
1600000US3630191,1600000US3630191,,,,,
1600000US3630202,1600000US3630202,,,,,
1600000US3630213,1600000US3630213,,,,,
1600000US3630235,1600000US3630235,,,,,
1600000US3630543,1600000US3630543,,,,,
1600000US3630576,1600000US3630576,,,,,
1600000US3630581,1600000US3630581,,,,,
1600000US3630598,1600000US3630598,,,,,
1600000US3631445,1600000US3631445,,,,,
1600000US3631896,1600000US3631896,,,,,
1600000US3632094,1600000US3632094,,,,,
1600000US3632105,1600000US3632105,,,,,
1600000US3632732,1600000US3632732,,,,,
1600000US3632963,1600000US3632963,,,,,
1600000US3633139,1600000US3633139,,,,,
1600000US3634198,1600000US3634198,,,,,
1600000US3634286,1600000US3634286,,,,,
1600000US3634297,1600000US3634297,,,,,
1600000US3634308,1600000US3634308,,,,,
1600000US3634319,1600000US3634319,,,,,
1600000US3634374,1600000US3634374,,,,,
1600000US3635056,1600000US3635056,,,,,
1600000US3635254,1600000US3635254,,,,,
1600000US3636233,1600000US3636233,,,,,
1600000US3637022,1600000US3637022,,,,,
1600000US3637044,1600000US3637044,,,,,
1600000US3637583,1600000US3637583,,,,,
1600000US3637840,1600000US3637840,,,,,
1600000US3637847,1600000US3637847,,,,,
1600000US3637869,1600000US3637869,,,,,
1600000US3638022,1600000US3638022,,,,,
1600000US3638253,1600000US3638253,,,,,
1600000US3638539,1600000US3638539,,,,,
1600000US3639309,1600000US3639309,,,,,
1600000US3639672,1600000US3639672,,,,,
1600000US3639694,1600000US3639694,,,,,
1600000US3640530,1600000US3640530,,,,,
1600000US3640838,1600000US3640838,,,,,
1600000US3640937,1600000US3640937,,,,,
1600000US3641003,1600000US3641003,,,,,
1600000US3641432,1600000US3641432,,,,,
1600000US3641465,1600000US3641465,,,,,
1600000US3641487,1600000US3641487,,,,,
1600000US3641553,1600000US3641553,,,,,
1600000US3642081,1600000US3642081,,,,,
1600000US3642279,1600000US3642279,,,,,
1600000US3642554,1600000US3642554,,,,,
1600000US3643005,1600000US3643005,,,,,
1600000US3643192,1600000US3643192,,,,,
1600000US3643335,1600000US3643335,,,,,
1600000US3643874,1600000US3643874,,,,,
1600000US3644787,1600000US3644787,,,,,
1600000US3644792,1600000US3644792,,,,,
1600000US3644897,1600000US3644897,,,,,
1600000US3644908,1600000US3644908,,,,,
1600000US3645106,1600000US3645106,,,,,
1600000US3645139,1600000US3645139,,,,,
1600000US3645986,1600000US3645986,,,,,
1600000US3645997,1600000US3645997,,,,,
1600000US3646074,1600000US3646074,,,,,
1600000US3646085,1600000US3646085,,,,,
1600000US3646107,1600000US3646107,,,,,
1600000US3646140,1600000US3646140,,,,,
1600000US3646404,1600000US3646404,,,,,
1600000US3646514,1600000US3646514,,,,,
1600000US3646668,1600000US3646668,,,,,
1600000US3646976,1600000US3646976,,,,,
1600000US3647306,1600000US3647306,,,,,
1600000US3647405,1600000US3647405,,,,,
1600000US3647636,1600000US3647636,,,,,
1600000US3648054,1600000US3648054,,,,,
1600000US3648450,1600000US3648450,,,,,
1600000US3649066,1600000US3649066,,,,,
1600000US3649231,1600000US3649231,,,,,
1600000US3649330,1600000US3649330,,,,,
1600000US3649424,1600000US3649424,,,,,
1600000US3649825,1600000US3649825,,,,,
1600000US3650067,1600000US3650067,,,,,
1600000US3650397,1600000US3650397,,,,,
1600000US3650727,1600000US3650727,,,,,
1600000US3651286,1600000US3651286,,,,,
1600000US3651396,1600000US3651396,,,,,
1600000US3651418,1600000US3651418,,,,,
1600000US3651440,1600000US3651440,,,,,
1600000US3651495,1600000US3651495,,,,,
1600000US3651517,1600000US3651517,,,,,
1600000US3651528,1600000US3651528,,,,,
1600000US3652078,1600000US3652078,,,,,
1600000US3652188,1600000US3652188,,,,,
1600000US3653022,1600000US3653022,,,,,
1600000US3653198,1600000US3653198,,,,,
1600000US3653231,1600000US3653231,,,,,
1600000US3653253,1600000US3653253,,,,,
1600000US3653264,1600000US3653264,,,,,
1600000US3653275,1600000US3653275,,,,,
1600000US3653319,1600000US3653319,,,,,
1600000US3653396,1600000US3653396,,,,,
1600000US3653561,1600000US3653561,,,,,
1600000US3653748,1600000US3653748,,,,,
1600000US3653775,1600000US3653775,,,,,
1600000US3653792,1600000US3653792,,,,,
1600000US3653852,1600000US3653852,,,,,
1600000US3654056,1600000US3654056,,,,,
1600000US3654112,1600000US3654112,,,,,
1600000US3654144,1600000US3654144,,,,,
1600000US3654430,1600000US3654430,,,,,
1600000US3654441,1600000US3654441,,,,,
1600000US3654551,1600000US3654551,,,,,
1600000US3654562,1600000US3654562,,,,,
1600000US3654617,1600000US3654617,,,,,
1600000US3654705,1600000US3654705,,,,,
1600000US3655321,1600000US3655321,,,,,
1600000US3655992,1600000US3655992,,,,,
1600000US3656011,1600000US3656011,,,,,
1600000US3656660,1600000US3656660,,,,,
1600000US3656968,1600000US3656968,,,,,
1600000US3658409,1600000US3658409,,,,,
1600000US3658442,1600000US3658442,,,,,
1600000US3658475,1600000US3658475,,,,,
1600000US3658486,1600000US3658486,,,,,
1600000US3658497,1600000US3658497,,,,,
1600000US3658849,1600000US3658849,,,,,
