GEO_ID,Hou1U_18C,Hou1U_18E,Hou1U_18M,Hou24U_18C,Hou24U_18E,Hou24U_18M,Hou5U_18C,Hou5U_18E,Hou5U_18M,HouO_18C,HouO_18E,HouO_18M,HouR_18C,HouR_18E,HouR_18M,HouTot_18C,HouTot_18E,HouTot_18M,HouV_18C,HouV_18E,HouV_18M,LF2554_10C,LF2554_10E,LF2554_10M,LF2554_1018C,LF2554_1018E,LF2554_1018M,LF2554_18C,LF2554_18E,LF2554_18M,LFO65_10C,LFO65_10E,LFO65_10M,LFO65_1018C,LFO65_1018E,LFO65_1018M,LFO65_18C,LFO65_18E,LFO65_18M,LFTot_10C,LFTot_10E,LFTot_10M,LFTot_1018C,LFTot_1018E,LFTot_1018M,LFTot_18C,LFTot_18E,LFTot_18M,PopFBP_18C,PopFBP_18E,PopFBP_18M,PopFB_18C,PopFB_18E,PopFB_18M,PopP_1018E,PopTot_10E,PopTot_1018E,PopTot_18E
31CR,0.30080044712333454,4179266.0,20679.707589808906,0.7509194511424224,1617019.0,19974.42927845499,0.45256598756960575,3291806.0,24506.54267741576,0.2835679934794362,4418449.0,20610.71029828909,0.3633060354910639,3868974.0,23122.475408139155,0.03423334116500873,9139801.0,5146.973479628587,1.211259140466887,852378.0,16983.813087760947,0.06629945283773715,7872684.0,8586.153853734511,9.27595938617644,-79045.0,12061.43954924121,0.06607296382426542,7793639.0,8470.908215770018,0.5091433259594422,485500.0,4066.260444191936,1.878480466339032,209197.0,6464.39726502015,0.4397475223730947,694697.0,5025.331630847859,0.07115638504083019,11412681.0,13358.800282959544,2.632975382552636,436307.0,18897.522959372214,0.06857488368375117,11848988.0,13366.331920164186,0.0,6.5540148166635674,0.0,0.17279361040822466,6193795.0,17605.582892934843,0.27713029630842967,22214519.0,421266.0,22635785.0
